,species,decimalLongitude,decimalLatitude,country
2699,Ayenia filiformis,-110.81,32.32,United States of America
2700,Ayenia filiformis,-112.557,33.5965,United States of America
2701,Ayenia microphylla,-111.132222,32.211944,United States of America
2702,Ayenia angustifolia,-51.87,-12.9,Brazil
2703,Ayenia filiformis,-112.25761000000001,33.88296,United States of America
2704,Ayenia filiformis,-112.277,33.8776,United States of America
2705,Ayenia angustifolia,-51.866667,-12.9,Brazil
2706,Ayenia microphylla,-102.146351,26.852272999999997,Mexico
2707,Ayenia microphylla,-102.12899200000001,26.912924,Mexico
2708,Ayenia odonellii,-57.88576,-21.695632,Brazil
2709,Ayenia praeclara,-65.45147,-9.654832,Brazil
2710,Ayenia angustifolia,-51.87,-12.9,Brazil
2711,Ayenia micrantha,-89.0,14.5,Honduras
2712,Ayenia micrantha,-89.11666,14.5,Honduras
2713,Ayenia xochipilliae,-102.098889,20.416110999999997,Mexico
2714,Ayenia insulicola,-71.50930799999999,18.720628,Dominican Republic
2715,Ayenia filiformis,-106.64528,23.90083,Mexico
2716,Ayenia filiformis,-112.06299999999999,33.3331,United States of America
2717,Ayenia filiformis,-111.45200000000001,33.5454,United States of America
2718,Ayenia pilosa,-99.633889,22.001389,Mexico
2719,Ayenia jaliscana,-111.575,26.075,Mexico
2720,Ayenia filiformis,-110.87100000000001,31.7638,United States of America
2721,Ayenia jaliscana,-111.56667,26.05,Mexico
2722,Ayenia jaliscana,-111.57,26.0583,Mexico
2723,Ayenia micrantha,-92.71333100000001,16.409719,Mexico
2724,Ayenia pusilla,-102.935278,29.549721999999996,United States of America
2725,Ayenia micrantha,-92.701944,16.380833,Mexico
2726,Ayenia filiformis,-112.6,28.64167,Mexico
2727,Ayenia angustifolia,-47.0,-14.0,Brazil
2728,Ayenia angustifolia,-47.65562,-14.1167,Brazil
2729,Ayenia wrightii,-113.59166699999999,28.408333000000002,Mexico
2730,Ayenia angustifolia,-48.05,-16.03,Brazil
2731,Ayenia compacta,-113.2979,29.1838,Mexico
2732,Ayenia compacta,-113.5595,28.371840000000002,Mexico
2733,Ayenia compacta,-113.39414,28.4735,Mexico
2734,Ayenia wrightii,-112.575,28.691667,Mexico
2735,Ayenia angustifolia,-46.37,-14.13,Brazil
2736,Ayenia latifolia,-46.37,-14.13,Brazil
2737,Ayenia compacta,-116.40388999999999,33.62444,United States of America
2738,Ayenia compacta,-112.46667,29.183329999999998,Mexico
2739,Ayenia compacta,-112.56667,28.683329999999998,Mexico
2740,Ayenia compacta,-115.91667,32.3,Mexico
2741,Ayenia filiformis,-111.758,33.8697,United States of America
2742,Ayenia berlandieri,-99.46333299999999,17.433332999999998,Mexico
2743,Ayenia berlandieri,-99.44444399999999,17.511389,Mexico
2744,Ayenia angustifolia,-52.08,-13.92,Brazil
2745,Ayenia ovata,-99.523333,17.653333,Mexico
2746,Ayenia ovata,-99.500833,17.551389,Mexico
2747,Ayenia ovata,-99.537261,17.597214,Mexico
2748,Ayenia mexicana,-92.43854648311672,16.248850420538307,Mexico
2749,Ayenia mexicana,-92.722778,16.486944,Mexico
2750,Ayenia filiformis,-111.08903000000001,31.400409999999997,United States of America
2751,Ayenia magna,-74.2285,11.221989,Colombia
2752,Ayenia magna,-74.2285,11.221989,Colombia
2753,Ayenia magna,-74.192875,11.104719000000001,Colombia
2754,Ayenia filiformis,-113.3,34.47,United States of America
2755,Ayenia tomentosa,-38.5,-12.966667,Brazil
2756,Ayenia tomentosa,-46.3694,-14.0931,Brazil
2757,Ayenia glabra,-110.90472199999999,27.95,Mexico
2758,Ayenia glabra,-111.06138899999999,27.961944,Mexico
2759,Ayenia tomentosa,-46.36956718746483,-14.096987445276973,Brazil
2760,Ayenia micrantha,-92.418736,16.313852999999998,Mexico
2761,Ayenia ovata,-98.4725,18.45,Mexico
2762,Ayenia micrantha,-92.406944,16.344444,Mexico
2763,Ayenia micrantha,-92.008333,15.991667000000001,Mexico
2764,Ayenia micrantha,-93.08746933265391,16.795435944930542,Mexico
2765,Ayenia mexicana,-93.10421669597362,16.783164502514502,Mexico
2766,Ayenia mexicana,-93.106111,16.803333,Mexico
2767,Ayenia jussieui,-79.12888000000001,-6.04,Peru
2768,Ayenia pusilla,-112.95833300000001,28.091666999999998,Mexico
2769,Ayenia pusilla,-112.955,28.115833000000002,Mexico
2770,Ayenia mansfeldiana,-55.84805600000001,-32.559444,Uruguay
2771,Ayenia compacta,-112.9533,28.05,Mexico
2772,Ayenia lingulata,-64.292222,-27.745,Argentina
2773,Ayenia eliae,-64.857788,-27.494249,Argentina
2774,Ayenia odonellii,-64.857788,-27.494249,Argentina
2775,Ayenia eliae,-64.953438,-27.584678999999998,Argentina
2776,Ayenia compacta,-113.42048999999999,28.39466,Mexico
2777,Ayenia angustifolia,-43.539757,-19.388385999999997,Brazil
2778,Ayenia angustifolia,-48.783333,-21.916667,Brazil
2779,Ayenia angustifolia,-48.783333,-21.916667,Brazil
2780,Ayenia magna,-74.71296,4.409382,Colombia
2781,Ayenia filiformis,-110.833,31.8247,United States of America
2782,Ayenia filiformis,-110.87899999999999,31.725,United States of America
2783,Ayenia tomentosa,-40.48,-12.5,Brazil
2784,Ayenia wrightii,-110.975,25.125,Mexico
2785,Ayenia tomentosa,-40.48,-12.5,Brazil
2786,Ayenia peninsularis,-109.93263999999999,22.99885,Mexico
2787,Ayenia jaliscana,-111.358333,25.691667000000002,Mexico
2788,Ayenia peninsularis,-111.665278,26.173610999999998,Mexico
2789,Ayenia filiformis,-111.41799999999999,33.4286,United States of America
2790,Ayenia filiformis,-111.41799999999999,33.4286,United States of America
2791,Ayenia filiformis,-111.41799999999999,33.4286,United States of America
2792,Ayenia compacta,-116.3535,33.1929,United States of America
2793,Ayenia xochipilliae,-103.522222,20.205556,Mexico
2794,Ayenia glabra,-108.61762788632277,26.01536798620078,Mexico
2795,Ayenia dentata,-85.28,10.52,Costa Rica
2796,Ayenia glabra,-103.505,18.598333,Mexico
2797,Ayenia wrightii,-105.12705768048227,20.90949605199497,Mexico
2798,Ayenia wrightii,-104.125,20.908333,Mexico
2799,Ayenia magna,-74.586389,5.221389,Colombia
2800,Ayenia wrightii,-105.124444,20.901111,Mexico
2801,Ayenia wrightii,-105.200556,20.588055999999998,Mexico
2802,Ayenia cordobensis,-67.524722,-29.180833000000003,Argentina
2803,Ayenia wrightii,-112.59166699999999,28.691667,Mexico
2804,Ayenia praeclara,-55.95689399999999,2.225534,Brazil
2805,Ayenia compacta,-112.575,28.683329999999998,Mexico
2806,Ayenia compacta,-111.9533,26.8849,Mexico
2807,Ayenia compacta,-112.0823,27.246579999999998,Mexico
2808,Ayenia wrightii,-110.71666699999999,25.033333,Mexico
2809,Ayenia compacta,-111.27485,26.11938,Mexico
2810,Ayenia compacta,-111.12183,26.01888,Mexico
2811,Ayenia compacta,-110.70681,25.03221,Mexico
2812,Ayenia compacta,-111.25133999999998,25.78706,Mexico
2813,Ayenia compacta,-111.28333300000001,26.1,Mexico
2814,Ayenia angustifolia,-45.05,-7.45,Brazil
2815,Ayenia angustifolia,-45.05,-7.45,Brazil
2816,Ayenia micrantha,-89.30138000000001,13.52944,El Salvador
2817,Ayenia glabra,-99.563333,17.801667000000002,Mexico
2818,Ayenia magna,-75.439403,9.503805999999999,Colombia
2819,Ayenia microphylla,-105.4290413033196,28.84548453502449,Mexico
2820,Ayenia microphylla,-105.125,29.241667,Mexico
2821,Ayenia microphylla,-105.058333,29.391666999999998,Mexico
2822,Ayenia odonellii,-64.190833,-31.390833,Argentina
2823,Ayenia cordobensis,-64.17416700000001,-31.140278000000002,Argentina
2824,Ayenia compacta,-111.6,25.883333,Mexico
2825,Ayenia wrightii,-111.575,25.858333,Mexico
2826,Ayenia compacta,-111.41666699999999,26.083333,Mexico
2827,Ayenia compacta,-111.575,25.8583,Mexico
2828,Ayenia compacta,-111.575,25.85833,Mexico
2829,Ayenia fruticosa,-97.125,18.208333,Mexico
2830,Ayenia pusilla,-111.670556,32.215833,United States of America
2831,Ayenia paniculata,-108.58258034634271,27.100814921791038,Mexico
2832,Ayenia cordobensis,-64.190833,-31.390833,Argentina
2833,Ayenia compacta,-113.63333,28.716659999999997,Mexico
2834,Ayenia compacta,-113.6333,28.71667,Mexico
2835,Ayenia compacta,-113.641667,28.725,Mexico
2836,Ayenia compacta,-113.6333,28.71667,Mexico
2837,Ayenia compacta,-113.63333,28.71667,Mexico
2838,Ayenia compacta,-113.57501,28.7103,Mexico
2839,Ayenia mirandae,-99.56,17.83,Mexico
2840,Ayenia jaliscana,-102.725,21.791667,Mexico
2841,Ayenia ovata,-99.061667,18.885,Mexico
2842,Ayenia mirandae,-99.575,17.817222,Mexico
2843,Ayenia jaliscana,-102.721944,21.799722,Mexico
2844,Ayenia pilosa,-98.66291615645815,23.739619962258054,Mexico
2845,Ayenia pilosa,-98.66291615645815,23.739619962258054,Mexico
2846,Ayenia pilosa,-98.0,24.333333,Mexico
2847,Ayenia magna,-98.919444,21.972777999999998,Mexico
2848,Ayenia pusilla,-98.915278,21.967778,Mexico
2849,Ayenia pusilla,-98.915278,21.967778,Mexico
2850,Ayenia pusilla,-98.915278,21.967778,Mexico
2851,Ayenia glabra,-103.727778,20.937778,Mexico
2852,Ayenia eliae,-64.41667199999999,-27.65,Argentina
2853,Ayenia compacta,-110.2,24.183329999999998,Mexico
2854,Ayenia cordobensis,-64.17416700000001,-31.140278000000002,Argentina
2855,Ayenia pusilla,-99.01055600000001,21.979722,Mexico
2856,Ayenia dentata,-94.33692302168363,16.47658735363202,Mexico
2857,Ayenia filiformis,-95.137344,16.383789,Mexico
2858,Ayenia jaliscana,-100.648611,22.565832999999998,Mexico
2859,Ayenia jaliscana,-100.655833,22.5575,Mexico
2860,Ayenia pilosa,-99.19309330505313,24.57839449592173,Mexico
2861,Ayenia pilosa,-97.89952417684871,22.51965141280045,Mexico
2862,Ayenia pilosa,-98.96794399999999,24.075585999999998,Mexico
2863,Ayenia peninsularis,-110.17455114561442,23.714850922349292,Mexico
2864,Ayenia peninsularis,-110.18,23.73,Mexico
2865,Ayenia pilosa,-98.31075600000001,22.962319,Mexico
2866,Ayenia pilosa,-98.78511270855371,24.148282545629325,Mexico
2867,Ayenia odonellii,-58.569444,-27.321111,Argentina
2868,Ayenia praecipua,-55.338333,-27.159722,Argentina
2869,Ayenia angustifolia,-43.539757,-19.388385999999997,Brazil
2870,Ayenia microphylla,-103.65869311212765,25.32818870665173,Mexico
2871,Ayenia mansfeldiana,-58.366389,-29.636667,Argentina
2872,Ayenia peninsularis,-110.07157839101451,24.01260466760878,Mexico
2873,Ayenia aprica,-55.338333,-27.159722,Argentina
2874,Ayenia compacta,-115.77963000000001,32.16983,Mexico
2875,Ayenia rotundifolia,-100.113889,21.402778,Mexico
2876,Ayenia rotundifolia,-98.681111,20.289444,Mexico
2877,Ayenia pilosa,-98.16666,23.23333,Mexico
2878,Ayenia pilosa,-98.16666,23.23333,Mexico
2879,Ayenia magna,-76.988967,17.898894,Jamaica
2880,Ayenia insulicola,-105.83333,28.5,Mexico
2881,Ayenia wygodzinskyi,-45.44222,-18.787779999999998,Brazil
2882,Ayenia wygodzinskyi,-45.44222,-18.787779999999998,Brazil
2883,Ayenia wygodzinskyi,-52.8731,-10.8339,Brazil
2884,Ayenia praecipua,-52.8731,-10.8339,Brazil
2885,Ayenia rotundifolia,-100.1625,21.661389,Mexico
2886,Ayenia mollis,-100.978611,22.1575,Mexico
2887,Ayenia mollis,-100.31611099999999,22.026667,Mexico
2888,Ayenia compacta,-111.87003,26.04975,Mexico
2889,Ayenia tomentosa,-38.5,-12.966667,Brazil
2890,Ayenia magna,-80.0667,-3.55,Ecuador
2891,Ayenia compacta,-116.45406000000001,33.10329,United States of America
2892,Ayenia compacta,-115.88217,32.26498,Mexico
2893,Ayenia angustifolia,-43.95,-19.67,Brazil
2894,Ayenia rotundifolia,-99.12083299999999,21.182222,Mexico
2895,Ayenia tomentosa,-39.416667,-12.75,Brazil
2896,Ayenia erecta,-39.416667,-12.75,Brazil
2897,Ayenia mollis,-99.23,18.936667,Mexico
2898,Ayenia cajalbanensis,-83.44559699999999,22.790292,Cuba
2899,Ayenia tomentosa,-38.5,-12.966667,Brazil
2900,Ayenia erecta,-39.1,-12.666667,Brazil
2901,Ayenia erecta,-39.1019,-12.67,Brazil
2902,Ayenia glabra,-93.171389,16.8,Mexico
2903,Ayenia conciliata,-99.616589,27.166953000000003,Mexico
2904,Ayenia euphrasiifolia,-75.7825,19.95972,Cuba
2905,Ayenia fruticosa,-97.375,18.475,Mexico
2906,Ayenia simulatrix,-87.0,14.0,Honduras
2907,Ayenia erecta,-39.49941,-7.2778350000000005,Brazil
2908,Ayenia pusilla,-96.958333,17.808332999999998,Mexico
2909,Ayenia mexicana,-96.958333,17.808332999999998,Mexico
2910,Ayenia nummularia,-55.516659999999995,-27.133329999999997,Argentina
2911,Ayenia compacta,-113.31241999999999,28.19528,Mexico
2912,Ayenia micrantha,-87.04694,14.02805,Honduras
2913,Ayenia micrantha,-87.153889,14.078610999999999,Honduras
2914,Ayenia pilosa,-99.0,22.2,Mexico
2915,Ayenia pilosa,-101.37,26.34,Mexico
2916,Ayenia dentata,-87.04333299999999,13.343889,Honduras
2917,Ayenia compacta,-112.23,27.06,Mexico
2918,Ayenia micrantha,-87.15388,14.078610000000001,Honduras
2919,Ayenia jussieui,-79.3167,-3.9833,Ecuador
2920,Ayenia incallida,-74.5725,4.52456,Colombia
2921,Ayenia jaliscana,-106.0,25.0,Mexico
2922,Ayenia filiformis,-104.974521,30.916609,United States of America
2923,Ayenia fruticosa,-97.920833,18.075833,Mexico
2924,Ayenia ovata,-99.12094035908736,18.859872749892094,Mexico
2925,Ayenia mollis,-97.920833,18.075833,Mexico
2926,Ayenia fruticosa,-98.075556,18.174722,Mexico
2927,Ayenia mollis,-98.075556,18.174722,Mexico
2928,Ayenia filiformis,-107.737816,31.88125,United States of America
2929,Ayenia fruticosa,-98.320833,18.658333,Mexico
2930,Ayenia incallida,-74.83,3.37,Colombia
2931,Ayenia xochipilliae,-102.0,23.0,Mexico
2932,Ayenia berlandieri,-99.5,23.0,Mexico
2933,Ayenia paniculata,-107.566667,25.666667,Mexico
2934,Ayenia paniculata,-107.570168,25.649588,Mexico
2935,Ayenia microphylla,-101.198211,24.999891,Mexico
2936,Ayenia filiformis,-110.28333300000001,28.883333,Mexico
2937,Ayenia filiformis,-110.6,28.8,Mexico
2938,Ayenia paniculata,-107.55,25.683332999999998,Mexico
2939,Ayenia glabra,-110.78333300000001,28.95,Mexico
2940,Ayenia filiformis,-110.96666699999999,28.866667,Mexico
2941,Ayenia filiformis,-110.45,28.866667,Mexico
2942,Ayenia paniculata,-107.84638899999999,25.829167,Mexico
2943,Ayenia paniculata,-110.606453,29.655761,Mexico
2944,Ayenia compacta,-109.9261,22.8974,Mexico
2945,Ayenia wrightii,-103.4,18.63,Mexico
2946,Ayenia wrightii,-103.40436971461914,18.637030477964686,Mexico
2947,Ayenia wrightii,-103.380833,18.651667,Mexico
2948,Ayenia filiformis,-103.41861,28.379170000000002,Mexico
2949,Ayenia microphylla,-103.7,27.966666999999998,Mexico
2950,Ayenia microphylla,-103.066389,28.236944,Mexico
2951,Ayenia pilosa,-103.30190479781193,27.58887000058845,Mexico
2952,Ayenia pusilla,-90.1792,15.7422,Guatemala
2953,Ayenia micrantha,-90.35388,14.0525,Guatemala
2954,Ayenia compacta,-116.43186000000001,33.27973,United States of America
2955,Ayenia compacta,-116.35446,32.97616,United States of America
2956,Ayenia euphrasiifolia,-80.42277,25.51805,United States of America
2957,Ayenia pilosa,-101.34851502942124,26.29642650827609,Mexico
2958,Ayenia palmeri,-102.71685310598582,19.000626490944807,Mexico
2959,Ayenia purpusii,-102.716667,19.0,Mexico
2960,Ayenia paniculata,-108.956944,26.993056,Mexico
2961,Ayenia paniculata,-108.98767807935239,26.97084596560159,Mexico
2962,Ayenia dentata,-100.3996699949185,17.26843431371979,Mexico
2963,Ayenia compacta,-116.3512,32.964040000000004,United States of America
2964,Ayenia compacta,-116.433545,33.280405,United States of America
2965,Ayenia compacta,-116.43314,33.28027,United States of America
2966,Ayenia compacta,-116.35307,33.14643,United States of America
2967,Ayenia compacta,-116.29898,33.23922,United States of America
2968,Ayenia pilosa,-101.855,28.310833000000002,Mexico
2969,Ayenia micrantha,-87.84388,13.33694,El Salvador
2970,Ayenia purpusii,-102.58639000000001,19.20889,Mexico
2971,Ayenia purpusii,-102.84443900000001,19.189439,Mexico
2972,Ayenia cuatrecasae,-72.8667,3.8811,Colombia
2973,Ayenia compacta,-116.10999,33.40456,United States of America
2974,Ayenia compacta,-116.33323999999999,33.05315,United States of America
2975,Ayenia filiformis,-112.78,31.6,Mexico
2976,Ayenia insulicola,-111.95,33.46,United States of America
2977,Ayenia compacta,-116.43951000000001,33.28777,United States of America
2978,Ayenia compacta,-116.45335,33.10388,United States of America
2979,Ayenia filiformis,-105.480294289596,28.279224484131714,Mexico
2980,Ayenia filiformis,-108.85,27.45,Mexico
2981,Ayenia jaliscana,-108.8,27.316667,Mexico
2982,Ayenia magna,-100.598889,18.439167,Mexico
2983,Ayenia pusilla,-100.58833299999999,18.322222,Mexico
2984,Ayenia magna,-100.652222,18.346667,Mexico
2985,Ayenia magna,-100.668322,18.357103,Mexico
2986,Ayenia dentata,-100.63997723346262,18.333954043321214,Mexico
2987,Ayenia filiformis,-100.63997723346262,18.333954043321214,Mexico
2988,Ayenia pusilla,-100.67277800000001,18.324444,Mexico
2989,Ayenia filiformis,-108.99166699999999,27.675,Mexico
2990,Ayenia magna,-100.28305,18.81666,Mexico
2991,Ayenia berlandieri,-100.28305,18.81666,Mexico
2992,Ayenia magna,-100.04405,19.044417000000003,Mexico
2993,Ayenia montana,-100.30460699999999,18.830514,Mexico
2994,Ayenia magna,-100.748333,18.333056,Mexico
2995,Ayenia berlandieri,-100.748333,18.333056,Mexico
2996,Ayenia compacta,-116.58,33.7483,United States of America
2997,Ayenia compacta,-116.58438999999998,33.74903999912803,United States of America
2998,Ayenia montana,-100.28305,18.81666,Mexico
2999,Ayenia compacta,-116.44813,33.235240000000005,United States of America
3000,Ayenia compacta,-116.44813,33.235240000000005,United States of America
3001,Ayenia compacta,-116.440002,33.02,United States of America
3002,Ayenia montana,-100.23,18.89,Mexico
3003,Ayenia montana,-100.23305,18.85,Mexico
3004,Ayenia mexicana,-100.05,19.033333,Mexico
3005,Ayenia mexicana,-100.040339,19.043439000000003,Mexico
3006,Ayenia mexicana,-100.05,19.033333,Mexico
3007,Ayenia klugii,-72.8667,3.8811,Colombia
3008,Ayenia klugii,-76.1667,0.9,Colombia
3009,Ayenia klugii,-76.16667,0.9,Colombia
3010,Ayenia klugii,-76.166667,0.9,Colombia
3011,Ayenia purpusii,-96.68333299999999,19.25,Mexico
3012,Ayenia pusilla,-96.55833299999999,19.258333,Mexico
3013,Ayenia micrantha,-96.55833299999999,19.258333,Mexico
3014,Ayenia insulicola,-66.914731,17.982142,Puerto Rico
3015,Ayenia peninsularis,-110.21666699999999,23.45,Mexico
3016,Ayenia peninsularis,-110.22370985554521,23.44900615638881,Mexico
3017,Ayenia compacta,-110.21468999999999,23.45213,Mexico
3018,Ayenia limitaris,-97.452853,26.151497,United States of America
3019,Ayenia pusilla,-66.676837,17.991857,Puerto Rico
3020,Ayenia filiformis,-110.9,27.916666999999997,Mexico
3021,Ayenia odonellii,-63.816667,-22.533333,Argentina
3022,Ayenia insulicola,-66.361915,18.100823000000002,Puerto Rico
3023,Ayenia compacta,-116.5483,33.7603,United States of America
3024,Ayenia compacta,-116.56598999999999,33.75582999912794,United States of America
3025,Ayenia velutina,-76.284409,20.893398,Cuba
3026,Ayenia compacta,-116.56335,33.802799999127345,United States of America
3027,Ayenia compacta,-116.58438999999998,33.74903999912803,United States of America
3028,Ayenia ardua,-80.195483,22.675977,Cuba
3029,Ayenia compacta,-116.58205000000002,33.742049999128106,United States of America
3030,Ayenia velutina,-75.72111,20.55944,Cuba
3031,Ayenia purpusii,-98.33333,20.433329999999998,Mexico
3032,Ayenia purpusii,-98.33,20.431667,Mexico
3033,Ayenia pusilla,-57.91666,-22.33333,Paraguay
3034,Ayenia pusilla,-57.8,-22.85,Paraguay
3035,Ayenia abutilifolia,-89.09,20.7,Mexico
3036,Ayenia euphrasiifolia,-82.88337299999999,21.616574,Cuba
3037,Ayenia ardua,-77.642066,18.117171,Jamaica
3038,Ayenia abutilifolia,-89.19,20.68,Mexico
3039,Ayenia laevigata,-76.58114,17.938608,Jamaica
3040,Ayenia insulicola,-67.18518,17.96206,Puerto Rico
3041,Ayenia insulicola,-66.5196,17.8944,Puerto Rico
3042,Ayenia ardua,-77.1475,18.1869,Jamaica
3043,Ayenia insulicola,-67.9378,18.0892,Puerto Rico
3044,Ayenia insulicola,-65.356944,18.128056,Puerto Rico
3045,Ayenia insulicola,-67.48064000000001,18.3843,Puerto Rico
3046,Ayenia velutina,-80.0,21.5,Cuba
3047,Ayenia euphrasiifolia,-76.284409,20.893398,Cuba
3048,Ayenia filiformis,-111.06,32.1842,United States of America
3049,Ayenia microphylla,-111.06,32.1842,United States of America
3050,Ayenia dentata,-102.0,23.0,Mexico
3051,Ayenia dentata,-95.37,16.811111,Mexico
3052,Ayenia euphrasiifolia,-82.24528000000001,23.098862,Cuba
3053,Ayenia euphrasiifolia,-82.24528000000001,23.098862,Cuba
3054,Ayenia ardua,-77.88798100000001,21.559785,Cuba
3055,Ayenia berlandieri,-99.25,21.97,Mexico
3056,Ayenia microphylla,-101.01,25.28,Mexico
3057,Ayenia violacea,-71.207812,18.1905,Dominican Republic
3058,Ayenia pilosa,-102.0,23.0,Mexico
3059,Ayenia pilosa,-100.25,22.216667,Mexico
3060,Ayenia magna,-76.883333,17.933332999999998,Jamaica
3061,Ayenia magna,-76.883333,17.933332999999998,Jamaica
3062,Ayenia mollis,-102.0,23.0,Mexico
3063,Ayenia mollis,-97.45,18.18,Mexico
3064,Ayenia fruticosa,-97.45,18.18,Mexico
3065,Ayenia fruticosa,-97.45,18.18,Mexico
3066,Ayenia spinulosa,-58.1689,-23.2025,Paraguay
3067,Ayenia pusilla,-96.85,19.21,Mexico
3068,Ayenia insulicola,-62.205086,16.808741,Montserrat
3069,Ayenia magna,-77.741346,17.860375,Jamaica
3070,Ayenia insulicola,-76.0,24.0,Bahamas
3071,Ayenia insulicola,-75.727098,22.202727,Bahamas
3072,Ayenia insulicola,-66.66469000000001,18.03492,Puerto Rico
3073,Ayenia laevigata,-76.75394200000001,17.98248,Jamaica
3074,Ayenia purpusii,-99.539169,18.343611,Mexico
3075,Ayenia euphrasiifolia,-80.4775,25.46861,United States of America
3076,Ayenia euphrasiifolia,-80.38611,25.56527,United States of America
3077,Ayenia purpusii,-96.74,19.28,Mexico
3078,Ayenia pusilla,-96.825,19.258333,Mexico
3079,Ayenia purpusii,-96.758333,19.258333,Mexico
3080,Ayenia filiformis,-111.11067299999999,32.245391,United States of America
3081,Ayenia mexicana,-97.39,18.46,Mexico
3082,Ayenia fruticosa,-97.39,18.46,Mexico
3083,Ayenia purpusii,-102.207222,20.321945,Mexico
3084,Ayenia purpusii,-102.0,23.0,Mexico
3085,Ayenia purpusii,-102.211111,20.3075,Mexico
3086,Ayenia purpusii,-102.21128925379415,20.308067085597862,Mexico
3087,Ayenia cordobensis,-64.257778,-31.649721999999997,Argentina
3088,Ayenia berlandieri,-99.53,18.34,Mexico
3089,Ayenia montana,-102.0,23.0,Mexico
3090,Ayenia tomentosa,-58.391024,-23.236210999999997,Paraguay
3091,Ayenia fruticosa,-102.0,23.0,Mexico
3092,Ayenia fruticosa,-97.39,18.46,Mexico
3093,Ayenia fruticosa,-102.0,23.0,Mexico
3094,Ayenia fruticosa,-97.39284024670928,18.462607777350804,Mexico
3095,Ayenia fruticosa,-97.37138900000001,18.459444,Mexico
3096,Ayenia fruticosa,-97.38444399999999,18.451667,Mexico
3097,Ayenia fruticosa,-97.38,18.461111,Mexico
3098,Ayenia pusilla,-58.391024,-23.236210999999997,Paraguay
3099,Ayenia tomentosa,-58.391024,-23.236210999999997,Paraguay
3100,Ayenia tomentosa,-58.391024,-23.236210999999997,Paraguay
3101,Ayenia tomentosa,-58.391024,-23.236210999999997,Paraguay
3102,Ayenia fasciculata,-88.77,20.61,Mexico
3103,Ayenia ardua,-89.016667,20.933332999999998,Mexico
3104,Ayenia abutilifolia,-89.016667,20.933332999999998,Mexico
3105,Ayenia fasciculata,-88.889803,21.385745,Mexico
3106,Ayenia filiformis,-106.23481799999999,31.768627000000002,United States of America
3107,Ayenia compacta,-116.55155999999998,33.81149999912725,United States of America
3108,Ayenia glabra,-102.0,23.0,Mexico
3109,Ayenia glabra,-103.816389,20.896944,Mexico
3110,Ayenia glabra,-104.123333,19.491111,Mexico
3111,Ayenia schumanniana,-64.435,-16.7261,"Bolivia, Plurinational State of"
3112,Ayenia boliviana,-64.435,-16.7261,"Bolivia, Plurinational State of"
3113,Ayenia boliviana,-66.15,-17.383329999999997,"Bolivia, Plurinational State of"
3114,Ayenia paniculata,-108.93299999999999,27.0167,Mexico
3115,Ayenia truncata,-108.93299999999999,27.0167,Mexico
3116,Ayenia berlandieri,-100.920833,23.766944,Mexico
3117,Ayenia wrightii,-104.34944399999999,19.113611,Mexico
3118,Ayenia wrightii,-104.335278,19.119167,Mexico
3119,Ayenia pusilla,-75.31666,24.15,Bahamas
3120,Ayenia pusilla,-112.196083,24.791083,Mexico
3121,Ayenia compacta,-112.128583,25.251917000000002,Mexico
3122,Ayenia compacta,-112.28027,24.80169,Mexico
3123,Ayenia filiformis,-110.7,27.971110999999997,Mexico
3124,Ayenia filiformis,-110.7,27.971110999999997,Mexico
3125,Ayenia glabra,-101.0,25.4167,Mexico
3126,Ayenia glabra,-103.83,20.882778,Mexico
3127,Ayenia glabra,-103.83,20.882778,Mexico
3128,Ayenia compacta,-115.9,32.033333,Mexico
3129,Ayenia microphylla,-106.48693100000001,31.75872,United States of America
3130,Ayenia microphylla,-106.48693100000001,31.75872,United States of America
3131,Ayenia microphylla,-106.48693100000001,31.75872,United States of America
3132,Ayenia cordobensis,-64.9208,-35.3869,Argentina
3133,Ayenia cordobensis,-64.583611,-31.198611,Argentina
3134,Ayenia wrightii,-102.0,23.0,Mexico
3135,Ayenia tomentosa,-58.391024,-23.236210999999997,Paraguay
3136,Ayenia acalyphifolia,-64.9208,-35.3869,Argentina
3137,Ayenia lingulata,-64.9208,-35.3869,Argentina
3138,Ayenia angustifolia,-52.8731,-10.8339,Brazil
3139,Ayenia mexicana,-102.0,23.0,Mexico
3140,Ayenia euphrasiifolia,-79.03635,21.621170000000003,Cuba
3141,Ayenia tomentosa,-58.391024,-23.236210999999997,Paraguay
3142,Ayenia spinulosa,-58.391024,-23.236210999999997,Paraguay
3143,Ayenia pusilla,-58.391024,-23.236210999999997,Paraguay
3144,Ayenia ardua,-77.319014,18.151419,Jamaica
3145,Ayenia tomentosa,-58.391024,-23.236210999999997,Paraguay
3146,Ayenia ardua,-77.319014,18.151419,Jamaica
3147,Ayenia erecta,-58.391024,-23.236210999999997,Paraguay
3148,Ayenia tomentosa,-38.5,-12.966667,Brazil
3149,Ayenia blanchetiana,-41.331389,-11.491111,Brazil
3150,Ayenia laevigata,-77.31889,18.15139,Jamaica
3151,Ayenia angustifolia,-49.569720000000004,-15.81194,Brazil
3152,Ayenia krapovickasii,-57.0,-25.0,Paraguay
3153,Ayenia nummularia,-57.0,-25.0,Paraguay
3154,Ayenia abutilifolia,-90.94944,18.48861,Mexico
3155,Ayenia aprica,-57.0,-25.0,Paraguay
3156,Ayenia acuminata,-74.24278000000001,10.11389,Colombia
3157,Ayenia abutilifolia,-90.94944,18.48861,Mexico
