,species,decimalLongitude,decimalLatitude,country
0,Ayenia tomentosa,-40.700556,-19.53,Brazil
1,Ayenia tomentosa,-40.700556,-19.53,Brazil
2,Ayenia tomentosa,-38.646389,-8.592222,Brazil
3,Ayenia tomentosa,-38.023610999999995,-8.105278,Brazil
4,Ayenia tomentosa,-38.113056,-8.592222,Brazil
5,Ayenia dentata,-86.760944,12.922305999999999,Nicaragua
6,Ayenia micrantha,-86.64094399999999,12.848806,Nicaragua
7,Ayenia mansfeldiana,-54.518021999999995,-30.840049,Brazil
8,Ayenia blanchetiana,-40.905278,-11.56,Brazil
9,Ayenia blanchetiana,-42.463055,-15.499166,Brazil
10,Ayenia latifolia,-43.633333,-11.033333,Brazil
11,Ayenia angustifolia,-45.35,-13.5325,Brazil
12,Ayenia angustifolia,-47.381833,-6.942444,Brazil
13,Ayenia filiformis,-112.52938,33.567044,United States of America
14,Ayenia tomentosa,-38.148610999999995,-8.6375,Brazil
15,Ayenia tomentosa,-38.174721999999996,-8.6675,Brazil
16,Ayenia insulicola,-112.513531,33.602112,United States of America
17,Ayenia dentata,-90.00856,13.829889999999999,El Salvador
18,Ayenia dentata,-90.00272,13.833470000000002,El Salvador
19,Ayenia insulicola,-112.53983799999999,33.611807,United States of America
20,Ayenia tomentosa,-55.226943999999996,-23.203332999999997,Brazil
21,Ayenia latifolia,-47.366667,-6.933333,Brazil
22,Ayenia angustifolia,-43.601389000000005,-19.286667,Brazil
23,Ayenia angustifolia,-42.697778,-16.084167,Brazil
24,Ayenia angustifolia,-43.003056,-14.972778,Brazil
25,Ayenia angustifolia,-42.7525,-15.338332999999999,Brazil
26,Ayenia blanchetiana,-40.905833,-11.557777999999999,Brazil
27,Ayenia compacta,-116.37086000000001,33.17155,United States of America
28,Ayenia angustifolia,-46.359361,-11.824639,Brazil
29,Ayenia erecta,-36.8907,-7.474,Brazil
30,Ayenia erecta,-36.890833,-7.473889,Brazil
31,Ayenia erecta,-36.890833,-7.473889,Brazil
32,Ayenia erecta,-36.890833,-7.5,Brazil
33,Ayenia tomentosa,-38.88,-7.92,Brazil
34,Ayenia micrantha,-86.297528,12.544833,Nicaragua
35,Ayenia filiformis,-109.58113,30.2645,Mexico
36,Ayenia dentata,-89.60821999999999,13.68989,El Salvador
37,Ayenia mansfeldiana,-57.525,-30.191111,Brazil
38,Ayenia dentata,-89.59980999999999,13.68578,El Salvador
39,Ayenia mansfeldiana,-53.501028000000005,-30.835833,Brazil
40,Ayenia mansfeldiana,-53.501111,-30.835833,Brazil
41,Ayenia compacta,-116.38053000000001,33.13475,United States of America
42,Ayenia compacta,-116.26928999999998,33.58092,United States of America
43,Ayenia compacta,-116.29043,33.53015,United States of America
44,Ayenia compacta,-116.27819,33.49474,United States of America
45,Ayenia compacta,-116.25506999999999,33.50059,United States of America
46,Ayenia angustifolia,-47.353333,-6.955555,Brazil
47,Ayenia angustifolia,-47.442777,-7.049722,Brazil
48,Ayenia angustifolia,-47.225277,-6.555555,Brazil
49,Ayenia filiformis,-112.51718500000001,33.591669,United States of America
50,Ayenia filiformis,-112.543559,33.594409000000006,United States of America
51,Ayenia filiformis,-112.53983799999999,33.611789,United States of America
52,Ayenia euphrasiifolia,-82.4275,28.8008,United States of America
53,Ayenia euphrasiifolia,-82.4514,28.6842,United States of America
54,Ayenia micrantha,-101.669722,18.729722,Mexico
55,Ayenia mansfeldiana,-52.490278,-30.326944,Brazil
56,Ayenia blanchetiana,-40.905833,-11.559167,Brazil
57,Ayenia dentata,-89.41653000000001,14.358920000000001,El Salvador
58,Ayenia micrantha,-89.41603,14.35731,El Salvador
59,Ayenia tomentosa,-38.283333,-12.516667,Brazil
60,Ayenia micrantha,-89.39941999999999,14.3625,El Salvador
61,Ayenia insulicola,-71.124698,18.384894,Dominican Republic
62,Ayenia peninsularis,-109.87156999999999,23.856720000000003,Mexico
63,Ayenia violacea,-71.050733,18.401081,Dominican Republic
64,Ayenia blanchetiana,-42.71,-16.025278,Brazil
65,Ayenia micrantha,-86.18480500000001,11.735778,Nicaragua
66,Ayenia blanchetiana,-42.780556,-16.140556,Brazil
67,Ayenia angustifolia,-46.597221999999995,-10.600556,Brazil
68,Ayenia fruticosa,-46.597221999999995,-10.600556,Brazil
69,Ayenia angustifolia,-46.597221999999995,-10.600556,Brazil
70,Ayenia angustifolia,-46.597221999999995,-10.600555,Brazil
71,Ayenia angustifolia,-46.155833,-17.761111,Brazil
72,Ayenia angustifolia,-46.597221999999995,-10.600556,Brazil
73,Ayenia compacta,-115.39471999999999,33.62038,United States of America
74,Ayenia microphylla,-109.522247,31.610451,United States of America
75,Ayenia blanchetiana,-42.558333000000005,-14.698610999999998,Brazil
76,Ayenia angustifolia,-42.558333000000005,-14.698610999999998,Brazil
77,Ayenia blanchetiana,-42.558333000000005,-14.698610999999998,Brazil
78,Ayenia angustifolia,-42.558333000000005,-14.698610999999998,Brazil
79,Ayenia angustifolia,-42.558333000000005,-14.698610999999998,Brazil
80,Ayenia blanchetiana,-42.558333000000005,-14.698610999999998,Brazil
81,Ayenia filiformis,-111.69135,33.85309,United States of America
82,Ayenia angustifolia,-41.8225,-13.126944,Brazil
83,Ayenia micrantha,-101.663889,18.725278,Mexico
84,Ayenia filiformis,-111.454366,33.70815,United States of America
85,Ayenia micrantha,-85.589492,11.040375,Costa Rica
86,Ayenia micrantha,-85.589492,11.040375,Costa Rica
87,Ayenia micrantha,-85.589492,11.040375,Costa Rica
88,Ayenia filiformis,-111.46123100000001,33.681792,United States of America
89,Ayenia jaliscana,-110.09531000000001,23.83665,Mexico
90,Ayenia micrantha,-85.619431,10.924223,Costa Rica
91,Ayenia micrantha,-85.619431,10.924223,Costa Rica
92,Ayenia micrantha,-85.619431,10.924223,Costa Rica
93,Ayenia euphrasiifolia,-82.4231,28.7992,United States of America
94,Ayenia peninsularis,-109.91045,23.69288,Mexico
95,Ayenia compacta,-110.18916000000002,23.98305,Mexico
96,Ayenia filiformis,-109.92598999999998,23.690179999999998,Mexico
97,Ayenia jaliscana,-110.18916000000002,23.98305,Mexico
98,Ayenia peninsularis,-109.92823,23.19525,Mexico
99,Ayenia insulicola,-110.10265,23.7934,Mexico
100,Ayenia peninsularis,-110.08705,23.662670000000002,Mexico
101,Ayenia jaliscana,-110.09183,23.66137,Mexico
102,Ayenia magna,-74.759222,4.771083,Colombia
103,Ayenia latifolia,-45.462056,-10.541111,Brazil
104,Ayenia erecta,-38.250833,-8.956667,Brazil
105,Ayenia lingulata,-65.3775,-30.698611,Argentina
106,Ayenia lingulata,-65.298611,-30.763889000000002,Argentina
107,Ayenia erecta,-35.2531,-5.3523,Brazil
108,Ayenia latifolia,-46.473611,-10.533888000000001,Brazil
109,Ayenia latifolia,-46.473667,-10.541111,Brazil
110,Ayenia erecta,-37.980278000000006,-5.58,Brazil
111,Ayenia compacta,-115.38362,33.62596,United States of America
112,Ayenia tomentosa,-38.646667,-8.599444,Brazil
113,Ayenia dentata,-98.011183,18.217317,Mexico
114,Ayenia micrantha,-85.352345,10.349119,Costa Rica
115,Ayenia micrantha,-85.352345,10.349119,Costa Rica
116,Ayenia micrantha,-85.352345,10.349119,Costa Rica
117,Ayenia angustifolia,-42.557221999999996,-14.554444,Brazil
118,Ayenia micrantha,-85.63158299999999,10.833194,Costa Rica
119,Ayenia micrantha,-85.63158299999999,10.833194,Costa Rica
120,Ayenia micrantha,-85.63158299999999,10.833194,Costa Rica
121,Ayenia micrantha,-94.9978,16.5995,Mexico
122,Ayenia filiformis,-111.1099,32.5425,United States of America
123,Ayenia micrantha,-101.651389,18.706389,Mexico
124,Ayenia micrantha,-89.689167,14.078610999999999,El Salvador
125,Ayenia micrantha,-89.70222199999999,14.081389000000001,El Salvador
126,Ayenia micrantha,-94.9145,16.5995,Mexico
127,Ayenia micrantha,-89.68942,14.07867,El Salvador
128,Ayenia micrantha,-89.70241999999999,14.0815,El Salvador
129,Ayenia micrantha,-89.7022,14.0814,El Salvador
130,Ayenia filiformis,-112.939097,34.397232,United States of America
131,Ayenia micrantha,-101.671389,18.7,Mexico
132,Ayenia micrantha,-101.671111,18.709444,Mexico
133,Ayenia micrantha,-97.56666700000001,16.816667000000002,Mexico
134,Ayenia filiformis,-111.126595,33.260971000000005,United States of America
135,Ayenia compacta,-110.17518999999999,23.94732,Mexico
136,Ayenia compacta,-111.49361,25.42005,Mexico
137,Ayenia peninsularis,-110.13354,24.10294,Mexico
138,Ayenia jaliscana,-110.17166999999999,24.07902,Mexico
139,Ayenia compacta,-110.16533000000001,23.94751,Mexico
140,Ayenia magna,-74.779651,4.66218,Colombia
141,Ayenia magna,-74.779444,4.661944,Colombia
142,Ayenia insulicola,-112.00698999999999,33.78828,United States of America
143,Ayenia jaliscana,-109.96018000000001,23.017120000000002,Mexico
144,Ayenia filiformis,-111.866107,33.966126,United States of America
145,Ayenia odonellii,-64.308611,-18.722222,"Bolivia, Plurinational State of"
146,Ayenia compacta,-110.08362,24.20639,Mexico
147,Ayenia virgata,-74.5819,20.05,Cuba
148,Ayenia blanchetiana,-42.570555999999996,-14.7375,Brazil
149,Ayenia mansfeldiana,-56.072778,-30.314444,Brazil
150,Ayenia compacta,-113.265,29.193609999999996,Mexico
151,Ayenia compacta,-113.24042,29.32889,Mexico
152,Ayenia filiformis,-111.523522,33.733396,United States of America
153,Ayenia micrantha,-101.64423000000001,18.705544,Mexico
154,Ayenia jaliscana,-98.012633,18.21135,Mexico
155,Ayenia mexicana,-98.016767,18.218432999999997,Mexico
156,Ayenia micrantha,-88.7175,13.633889000000002,El Salvador
157,Ayenia micrantha,-88.7175,13.63389,El Salvador
158,Ayenia micrantha,-88.7175,13.6339,El Salvador
159,Ayenia filiformis,-110.90342,31.60489,United States of America
160,Ayenia compacta,-115.37791000000001,33.625449999129586,United States of America
161,Ayenia purpusii,-101.646055,18.701575,Mexico
162,Ayenia micrantha,-101.671111,18.709444,Mexico
163,Ayenia compacta,-110.06403,24.08846,Mexico
164,Ayenia micrantha,-94.9322,16.5939,Mexico
165,Ayenia filiformis,-111.126552,33.260962,United States of America
166,Ayenia compacta,-111.89246999999999,26.673890000000004,Mexico
167,Ayenia peninsularis,-109.45228999999999,23.43507,Mexico
168,Ayenia compacta,-109.83713,23.931720000000002,Mexico
169,Ayenia jaliscana,-110.17818999999999,24.08149,Mexico
170,Ayenia micrantha,-99.359639,18.519861,Mexico
171,Ayenia dentata,-85.778611,12.412778,Nicaragua
172,Ayenia compacta,-115.15266000000001,30.497770000000003,Mexico
173,Ayenia mastatalensis,-84.369417,9.691222,Costa Rica
174,Ayenia mastatalensis,-84.369417,9.691222,Costa Rica
175,Ayenia mastatalensis,-84.369417,9.691222,Costa Rica
176,Ayenia mastatalensis,-84.369417,9.691222,Costa Rica
177,Ayenia euphrasiifolia,-82.4086,27.8064,United States of America
178,Ayenia micrantha,-89.68388900000001,14.093333,El Salvador
179,Ayenia micrantha,-89.68414,14.09339,El Salvador
180,Ayenia compacta,-112.04818999999999,34.67214,United States of America
181,Ayenia micrantha,-86.416667,12.7,Nicaragua
182,Ayenia magna,-76.9145,17.866,Jamaica
183,Ayenia micrantha,-97.56666700000001,16.833333,Mexico
184,Ayenia pusilla,-111.52303500000001,33.733763,United States of America
185,Ayenia euphrasiifolia,-80.3944,25.5614,United States of America
186,Ayenia compacta,-115.23,30.438609999999997,Mexico
187,Ayenia insulicola,-113.58318,28.53671,Mexico
188,Ayenia compacta,-115.21306000000001,30.43722,Mexico
189,Ayenia magna,-73.020319,6.718689,Colombia
190,Ayenia jussieui,-77.887305,-6.990222,Peru
191,Ayenia angustifolia,-44.608610999999996,-6.618972,Brazil
192,Ayenia odonellii,-64.410556,-18.303333,"Bolivia, Plurinational State of"
193,Ayenia odonellii,-64.314722,-18.723056,"Bolivia, Plurinational State of"
194,Ayenia erecta,-36.898222,-7.470556,Brazil
195,Ayenia tomentosa,-38.331610999999995,-8.721833,Brazil
196,Ayenia tomentosa,-39.078138,-7.925361,Brazil
197,Ayenia eliae,-59.0,-24.0,Paraguay
198,Ayenia tomentosa,-56.022222,-22.639722,Paraguay
199,Ayenia angustifolia,-41.497222,-13.068611,Brazil
200,Ayenia micrantha,-86.5,11.866667,Nicaragua
201,Ayenia filiformis,-111.79576999999999,33.686859999999996,United States of America
202,Ayenia erecta,-36.898222,-7.470556,Brazil
203,Ayenia jussieui,-77.997528,-6.952694,Peru
204,Ayenia jussieui,-74.14,-9.1839,Peru
205,Ayenia odonellii,-57.825278000000004,-21.632222,Brazil
206,Ayenia filiformis,-111.5813,31.7545,United States of America
207,Ayenia filiformis,-109.94583,28.60722,Mexico
208,Ayenia dentata,-85.781944,12.539722,Nicaragua
209,Ayenia micrantha,-85.781944,12.539722,Nicaragua
210,Ayenia micrantha,-86.059167,12.370556,Nicaragua
211,Ayenia micrantha,-102.061389,19.019445,Mexico
212,Ayenia dentata,-85.298055,12.128889,Nicaragua
213,Ayenia eliae,-59.0,-24.0,Paraguay
214,Ayenia schumanniana,-65.26333299999999,-19.148055,"Bolivia, Plurinational State of"
215,Ayenia filiformis,-109.27083300000001,30.5775,Mexico
216,Ayenia microphylla,-110.64336100000001,30.841528000000004,Mexico
217,Ayenia tomentosa,-38.803916,-7.548166,Brazil
218,Ayenia angustifolia,-41.498333,-13.072222,Brazil
219,Ayenia micrantha,-89.45,14.25,El Salvador
220,Ayenia micrantha,-89.45,14.25,El Salvador
221,Ayenia filiformis,-112.0481,34.6721,United States of America
222,Ayenia filiformis,-110.78475,30.762420000000002,Mexico
223,Ayenia erecta,-38.936944,-12.283889,Brazil
224,Ayenia filiformis,-110.377222,31.032221999999997,Mexico
225,Ayenia micrantha,-83.337489,8.945712,Costa Rica
226,Ayenia micrantha,-83.337489,8.945712,Costa Rica
227,Ayenia micrantha,-83.337489,8.945712,Costa Rica
228,Ayenia micrantha,-83.337489,8.945712,Costa Rica
229,Ayenia micrantha,-86.506,11.8685,Nicaragua
230,Ayenia micrantha,-86.511667,11.862778,Nicaragua
231,Ayenia dentata,-89.483333,14.25,El Salvador
232,Ayenia ardua,-89.67805600000001,21.044444,Mexico
233,Ayenia dentata,-89.48333000000001,14.25,El Salvador
234,Ayenia filiformis,-113.285513,33.366692,United States of America
235,Ayenia mansfeldiana,-56.451389,-30.387778000000004,Brazil
236,Ayenia micrantha,-86.42944399999999,11.857778,Nicaragua
237,Ayenia dentata,-85.697222,11.0825,Nicaragua
238,Ayenia micrantha,-86.5,11.883333,Nicaragua
239,Ayenia micrantha,-86.5,11.883333,Nicaragua
240,Ayenia dentata,-86.880556,12.272222,Nicaragua
241,Ayenia compacta,-111.96258300000001,33.881694,United States of America
242,Ayenia microphylla,-110.64397199999999,30.837667,Mexico
243,Ayenia tomentosa,-39.596666,-8.144166,Brazil
244,Ayenia angustifolia,-47.67,-8.478611,Brazil
245,Ayenia bahiensis,-41.312222,-12.854722,Brazil
246,Ayenia micrantha,-85.4,10.88,Costa Rica
247,Ayenia micrantha,-85.4,10.88,Costa Rica
248,Ayenia micrantha,-85.4,10.88,Costa Rica
249,Ayenia micrantha,-85.4,10.88,Costa Rica
250,Ayenia micrantha,-85.4,10.88,Costa Rica
251,Ayenia micrantha,-85.4,10.88,Costa Rica
252,Ayenia compacta,-116.45034,33.01571,United States of America
253,Ayenia erecta,-40.786111,-9.340833,Brazil
254,Ayenia erecta,-40.790416,-9.359388000000001,Brazil
255,Ayenia peregrina,-77.919167,-6.9882,Peru
256,Ayenia peregrina,-77.9192,-6.9883,Peru
257,Ayenia erecta,-41.592944,-9.299361,Brazil
258,Ayenia erecta,-40.786142,-9.340739,Brazil
259,Ayenia erecta,-40.905556,-9.546667,Brazil
260,Ayenia filiformis,-110.64397199999999,30.837667,Mexico
261,Ayenia ardua,-89.70916700000001,20.523056,Mexico
262,Ayenia micrantha,-89.55,13.683329999999998,El Salvador
263,Ayenia compacta,-113.330982,36.069626,United States of America
264,Ayenia filiformis,-108.94083300000001,31.190556,Mexico
265,Ayenia tomentosa,-54.223278,-23.065361,Brazil
266,Ayenia angustifolia,-41.4725,-13.4725,Brazil
267,Ayenia filiformis,-109.044722,31.290833000000003,Mexico
268,Ayenia compacta,-112.82451999999999,26.78401,Mexico
269,Ayenia compacta,-113.59663,28.49865,Mexico
270,Ayenia odonellii,-58.325556000000006,-31.818889000000002,Argentina
271,Ayenia tomentosa,-43.141389000000004,-11.089444,Brazil
272,Ayenia blanchetiana,-48.536111,-14.291389,Brazil
273,Ayenia cordobensis,-64.510278,-31.121111,Argentina
274,Ayenia cordobensis,-65.420833,-31.970833000000002,Argentina
275,Ayenia cordobensis,-64.337778,-32.318056,Argentina
276,Ayenia odonellii,-64.510278,-31.121111,Argentina
277,Ayenia odonellii,-64.337778,-31.075,Argentina
278,Ayenia odonellii,-65.49194399999999,-31.623611,Argentina
279,Ayenia cordobensis,-64.68,-32.259444,Argentina
280,Ayenia angustifolia,-43.624556,-19.353306,Brazil
281,Ayenia blanchetiana,-42.1,-13.366667000000001,Brazil
282,Ayenia angustifolia,-43.654444,-19.413332999999998,Brazil
283,Ayenia angustifolia,-47.738056,-15.734167000000001,Brazil
284,Ayenia filiformis,-113.437913,33.503584000000004,United States of America
285,Ayenia blanchetiana,-41.270556,-11.645833,Brazil
286,Ayenia blanchetiana,-41.269721999999994,-11.646389,Brazil
287,Ayenia blanchetiana,-41.304722,-11.828611,Brazil
288,Ayenia tomentosa,-56.2964,-22.4086,Paraguay
289,Ayenia tomentosa,-40.175554999999996,-9.930444,Brazil
290,Ayenia angustifolia,-45.158444,-12.429667,Brazil
291,Ayenia angustifolia,-45.158444,-12.429666000000001,Brazil
292,Ayenia dentata,-85.36277,12.12,Nicaragua
293,Ayenia erecta,-37.941111,-12.459444,Brazil
294,Ayenia limitaris,-100.484222,20.705444,Mexico
295,Ayenia limitaris,-100.48169399999999,20.709972,Mexico
296,Ayenia filiformis,-111.09768000000001,32.568674,United States of America
297,Ayenia filiformis,-111.09594171726273,32.57037158934098,United States of America
298,Ayenia filiformis,-111.10301399999999,32.556546000000004,United States of America
299,Ayenia filiformis,-111.10467683230738,32.55841189537675,United States of America
300,Ayenia limitaris,-100.50997199999999,20.649694,Mexico
301,Ayenia rotundifolia,-99.90527800000001,21.037778,Mexico
302,Ayenia rotundifolia,-99.90333299999999,21.040278,Mexico
303,Ayenia limitaris,-100.509805,20.649917000000002,Mexico
304,Ayenia limitaris,-102.693333,21.805,Mexico
305,Ayenia mansfeldiana,-55.525833,-30.703611,Brazil
306,Ayenia micrantha,-85.602278,10.201027999999999,Costa Rica
307,Ayenia micrantha,-85.602278,10.201027999999999,Costa Rica
308,Ayenia micrantha,-85.602278,10.201027999999999,Costa Rica
309,Ayenia micrantha,-85.60228000000001,10.201027999999999,Costa Rica
310,Ayenia filiformis,-112.18791999999999,29.160629999999998,Mexico
311,Ayenia blanchetiana,-43.720833,-18.1475,Brazil
312,Ayenia odonellii,-65.684667,-25.476,Argentina
313,Ayenia eliae,-65.830833,-25.318056,Argentina
314,Ayenia angustifolia,-48.277777,-12.802777,Brazil
315,Ayenia hirta,-41.095278,-11.258611,Brazil
316,Ayenia hirta,-41.094444,-11.258889,Brazil
317,Ayenia micrantha,-89.156389,14.2925,El Salvador
318,Ayenia filiformis,-111.336,33.9432,United States of America
319,Ayenia filiformis,-111.44,33.4743,United States of America
320,Ayenia compacta,-116.44551000000001,33.04318,United States of America
321,Ayenia hirta,-41.094444,-11.258889,Brazil
322,Ayenia ardua,-88.826944,20.548056,Mexico
323,Ayenia jaliscana,-100.46194399999999,20.507167000000003,Mexico
324,Ayenia jaliscana,-100.458333,20.508333,Mexico
325,Ayenia abutilifolia,-102.292611,19.942722,Mexico
326,Ayenia mexicana,-97.03399999999999,17.802167,Mexico
327,Ayenia mexicana,-97.027889,17.799472,Mexico
328,Ayenia filiformis,-110.9843,33.78453,United States of America
329,Ayenia compacta,-112.10012900000001,36.105245000000004,United States of America
330,Ayenia micrantha,-89.94972,13.84694,El Salvador
331,Ayenia limitaris,-100.868889,27.031944,Mexico
332,Ayenia filiformis,-110.9903,33.72517,United States of America
333,Ayenia blanchetiana,-41.573056,-13.315833,Brazil
334,Ayenia magna,-63.447219999999994,-21.26944,"Bolivia, Plurinational State of"
335,Ayenia magna,-63.4472,-21.2694,"Bolivia, Plurinational State of"
336,Ayenia erecta,-37.261055999999996,-6.620389,Brazil
337,Ayenia tomentosa,-61.6183,-15.8569,"Bolivia, Plurinational State of"
338,Ayenia erecta,-37.253694,-6.573917,Brazil
339,Ayenia jussieui,-72.51861,-13.525,Peru
340,Ayenia fasciculata,-89.40055,21.240270000000002,Mexico
341,Ayenia limitaris,-100.439708,20.513719000000002,Mexico
342,Ayenia jussieui,-72.5186,-13.525,Peru
343,Ayenia compacta,-116.4564,33.15,United States of America
344,Ayenia compacta,-116.3892,33.138000000000005,United States of America
345,Ayenia erecta,-38.316666999999995,-12.683333,Brazil
346,Ayenia hirta,-38.083333,-9.483333,Brazil
347,Ayenia erecta,-37.260833,-6.6,Brazil
348,Ayenia mexicana,-97.50025,18.26825,Mexico
349,Ayenia filiformis,-111.32600000000001,33.9399,United States of America
350,Ayenia filiformis,-110.9,33.269721999999994,United States of America
351,Ayenia micrantha,-89.01592,14.22631,El Salvador
352,Ayenia micrantha,-88.94917,13.909170000000001,El Salvador
353,Ayenia micrantha,-88.95,13.866670000000001,El Salvador
354,Ayenia micrantha,-88.96788000000001,13.90589,El Salvador
355,Ayenia filiformis,-110.910133,33.26685,United States of America
356,Ayenia filiformis,-111.004273,32.219279,United States of America
357,Ayenia microphylla,-111.00660800000001,32.218610999999996,United States of America
358,Ayenia limitaris,-102.641944,21.876389,Mexico
359,Ayenia filiformis,-111.36399999999999,33.8829,United States of America
360,Ayenia filiformis,-111.375,33.8853,United States of America
361,Ayenia filiformis,-110.91,33.26667,United States of America
362,Ayenia mexicana,-97.04025,17.865944,Mexico
363,Ayenia mexicana,-97.03080600000001,17.86525,Mexico
364,Ayenia mexicana,-97.028722,17.866639000000003,Mexico
365,Ayenia limitaris,-100.43305500000001,20.709167,Mexico
366,Ayenia limitaris,-100.3525,20.562222,Mexico
367,Ayenia jaliscana,-100.352417,20.562167000000002,Mexico
368,Ayenia mansfeldiana,-53.50444399999999,-31.88,Brazil
369,Ayenia mexicana,-97.528278,18.201,Mexico
370,Ayenia dentata,-95.3019,16.45765,Mexico
371,Ayenia magna,-73.0357,6.89134,Colombia
372,Ayenia micrantha,-88.18333,13.883329999999999,El Salvador
373,Ayenia micrantha,-88.08471999999999,13.94028,El Salvador
374,Ayenia dentata,-97.26172199999999,18.163889,Mexico
375,Ayenia mexicana,-97.26172199999999,18.163889,Mexico
376,Ayenia mexicana,-97.286111,18.153333,Mexico
377,Ayenia mexicana,-97.26172199999999,18.163889,Mexico
378,Ayenia filiformis,-112.32298,28.981859999999998,Mexico
379,Ayenia dentata,-91.843055,15.759722,Guatemala
380,Ayenia dentata,-91.775278,15.461389000000002,Guatemala
381,Ayenia palmeri,-91.786389,15.928332999999999,Guatemala
382,Ayenia micrantha,-91.7575,15.800278,Guatemala
383,Ayenia micrantha,-91.7575,15.800278,Guatemala
384,Ayenia micrantha,-86.81666700000001,12.916667,Nicaragua
385,Ayenia dentata,-87.73333000000001,13.266670000000001,El Salvador
386,Ayenia micrantha,-86.81667,12.91667,Nicaragua
387,Ayenia angustifolia,-47.5344,-14.1372,Brazil
388,Ayenia angustifolia,-46.338056,-12.347222,Brazil
389,Ayenia angustifolia,-47.534444,-14.137222,Brazil
390,Ayenia angustifolia,-41.888611,-13.285278,Brazil
391,Ayenia dentata,-84.908333,9.936111,Costa Rica
392,Ayenia dentata,-84.908333,9.936111,Costa Rica
393,Ayenia wrightii,-101.53,17.75,Mexico
394,Ayenia wrightii,-101.53,17.75,Mexico
395,Ayenia filiformis,-111.15148300000001,33.323667,United States of America
396,Ayenia compacta,-116.4326,33.1051,United States of America
397,Ayenia compacta,-116.3285,32.9743,United States of America
398,Ayenia magna,-72.99712,6.827939999999999,Colombia
399,Ayenia erecta,-37.244639,-6.592778,Brazil
400,Ayenia erecta,-37.244444,-6.592778,Brazil
401,Ayenia angustifolia,-42.51,-15.436944,Brazil
402,Ayenia micrantha,-85.341628,10.442019,Costa Rica
403,Ayenia micrantha,-85.341628,10.442019,Costa Rica
404,Ayenia micrantha,-85.341628,10.442019,Costa Rica
405,Ayenia micrantha,-85.341628,10.442019,Costa Rica
406,Ayenia micrantha,-85.29722199999999,10.524444,Costa Rica
407,Ayenia compacta,-112.23768999999999,36.13777,United States of America
408,Ayenia compacta,-116.3461,33.0186,United States of America
409,Ayenia filiformis,-112.11553300000001,34.290733,United States of America
410,Ayenia filiformis,-112.116,34.2907,United States of America
411,Ayenia hirta,-40.156389000000004,-10.379722000000001,Brazil
412,Ayenia fasciculata,-90.03305,21.16666,Mexico
413,Ayenia fasciculata,-90.033056,21.166667,Mexico
414,Ayenia abutilifolia,-89.296667,20.717222,Mexico
415,Ayenia abutilifolia,-90.508333,19.783333,Mexico
416,Ayenia mexicana,-97.680583,18.415861,Mexico
417,Ayenia micrantha,-96.167139,15.721556,Mexico
418,Ayenia jaliscana,-103.116667,21.391667,Mexico
419,Ayenia mexicana,-99.5306,17.9133,Mexico
420,Ayenia angustifolia,-41.528611,-12.885,Brazil
421,Ayenia angustifolia,-41.528611,-12.885,Brazil
422,Ayenia abutilifolia,-89.55166700000001,20.085278,Mexico
423,Ayenia abutilifolia,-89.55,20.091667,Mexico
424,Ayenia abutilifolia,-89.55,20.091667,Mexico
425,Ayenia dentata,-85.37444,12.18972,Nicaragua
426,Ayenia mexicana,-97.56344399999999,18.26275,Mexico
427,Ayenia tomentosa,-68.5797,-14.4428,"Bolivia, Plurinational State of"
428,Ayenia blanchetiana,-41.745833000000005,-13.303332999999999,Brazil
429,Ayenia blanchetiana,-43.514444,-18.174722,Brazil
430,Ayenia angustifolia,-43.682221999999996,-18.634444000000002,Brazil
431,Ayenia mastatalensis,-84.38194399999999,9.697222,Costa Rica
432,Ayenia mastatalensis,-84.38194399999999,9.697222,Costa Rica
433,Ayenia mastatalensis,-84.38194399999999,9.697222,Costa Rica
434,Ayenia mastatalensis,-84.38194399999999,9.697222,Costa Rica
435,Ayenia mastatalensis,-84.38194399999999,9.697222,Costa Rica
436,Ayenia mastatalensis,-84.38194,9.697222,Costa Rica
437,Ayenia jussieui,-72.51861,-13.51805,Peru
438,Ayenia jussieui,-72.5186,-13.5181,Peru
439,Ayenia krapovickasii,-40.869417,-16.009860999999997,Brazil
440,Ayenia angustifolia,-41.883333,-13.266667000000002,Brazil
441,Ayenia latifolia,-40.359722,-14.597222,Brazil
442,Ayenia glabrescens,-40.359722,-14.597222,Brazil
443,Ayenia filiformis,-111.749,33.994,United States of America
444,Ayenia odonellii,-64.964444,-18.000556,"Bolivia, Plurinational State of"
445,Ayenia filiformis,-111.74905,33.994,United States of America
446,Ayenia erecta,-38.230833000000004,-9.084444,Brazil
447,Ayenia blanchetiana,-41.764167,-13.620277999999999,Brazil
448,Ayenia fasciculata,-89.30833299999999,21.275,Mexico
449,Ayenia erecta,-41.15,-11.55,Brazil
450,Ayenia tomentosa,-41.058333000000005,-13.944722,Brazil
451,Ayenia angustifolia,-47.126806,-11.142111,Brazil
452,Ayenia filiformis,-109.575556,29.643333000000002,Mexico
453,Ayenia odonellii,-62.591694,-23.609138,Argentina
454,Ayenia erecta,-38.230833000000004,-9.084444,Brazil
455,Ayenia micrantha,-86.87222,13.1875,Nicaragua
456,Ayenia hirta,-38.483333,-9.333333,Brazil
457,Ayenia dentata,-85.56590899999999,10.899445,Costa Rica
458,Ayenia dentata,-85.56590899999999,10.899445,Costa Rica
